state,st_id,name,leaid,method,ccd_st_leaid,ccd_name,ccd_sy_end,author_check
DC,168,BASIS DC PCS,1100083,st_leaid,168,BASIS DC PCS,2024,
DC,181,District of Columbia International School,1100097,st_leaid,181,District of Columbia International School,2024,
DC,186,Kingsman Academy PCS,1100099,st_leaid,186,Kingsman Academy PCS,2024,
DC,190,Goodwill Excel Center PCS,1100105,st_leaid,190,Goodwill Excel Center PCS,2024,
DC,194,Washington Leadership Academy PCS,1100103,st_leaid,194,Washington Leadership Academy PCS,2024,
DC,317,Digital Pioneers Academy PCS,1100109,st_leaid,317,Digital Pioneers Academy PCS,2024,
DC,323,The Sojourner Truth School PCS,1100111,st_leaid,323,The Sojourner Truth School PCS,2024,
DC,340,Girls Global Academy PCS,1100113,st_leaid,340,Girls Global Academy PCS,2024,
DC,4002,DYRS,1100087,st_leaid,4002,DYRS,2024,
DC,4003,DC Jail Education Program,1100119,st_leaid,4003,DC Jail Education Program,2024,
DE,10,Caesar Rodney School District,1000180,st_leaid,10,Caesar Rodney School District,2024,
DE,13,Capital School District,1000190,st_leaid,13,Capital School District,2024,
DE,15,Lake Forest School District,1000790,st_leaid,15,Lake Forest School District,2024,
DE,16,Laurel School District,1000810,st_leaid,16,Laurel School District,2024,
DE,17,Cape Henlopen School District,1000170,st_leaid,17,Cape Henlopen School District,2024,
DE,18,Milford School District,1001080,st_leaid,18,Milford School District,2024,
DE,23,Seaford School District,1001530,st_leaid,23,Seaford School District,2024,
DE,24,Smyrna School District,1001620,st_leaid,24,Smyrna School District,2024,
DE,29,Appoquinimink School District,1000080,st_leaid,29,Appoquinimink School District,2024,
DE,31,Brandywine School District,1001240,st_leaid,31,Brandywine School District,2024,
DE,32,Red Clay Consolidated School District,1001300,st_leaid,32,Red Clay Consolidated School District,2024,
DE,33,Christina School District,1000200,st_leaid,33,Christina School District,2024,
DE,34,Colonial School District,1000230,st_leaid,34,Colonial School District,2024,
DE,35,Woodbridge School District,1001850,st_leaid,35,Woodbridge School District,2024,
DE,36,Indian River School District,1000680,st_leaid,36,Indian River School District,2024,
DE,37,Delmar School District,1000270,st_leaid,37,Delmar School District,2024,
DE,38,New Castle County Vocational-Technical School District,1001280,st_leaid,38,New Castle County Vocational-Technical School District,2024,
DE,39,POLYTECH School District,1000750,st_leaid,39,POLYTECH School District,2024,
DE,40,Sussex Technical School District,1001680,st_leaid,40,Sussex Technical School District,2024,
DE,69,Las Americas Aspira Academy,1000050,st_leaid,69,Las Americas Aspira Academy,2024,
DE,71,Positive Outcomes Charter School,1000005,st_leaid,71,Positive Outcomes Charter School,2024,
DE,77,Sussex Academy,1000011,st_leaid,77,Sussex Academy,2024,
DE,86,Odyssey Charter School,1000026,st_leaid,86,Odyssey Charter School,2024,
DE,88,MOT Charter School,1000019,st_leaid,88,MOT Charter School,2024,
DE,89,Newark Charter School,1000015,st_leaid,89,Newark Charter School,2024,
DE,9604,Early College High School at Del State,1000055,st_leaid,9604,Early College High School at Del State,2024,
DE,9607,First State Military Academy,1000057,st_leaid,9607,First State Military Academy,2024,
DE,9611,Great Oaks Charter School,1000062,st_leaid,9611,Great Oaks Charter School,2024,
DE,9612,Freire Charter School Wilmington,1000059,st_leaid,9612,Freire Charter School Wilmington,2024,
DE,97,Dept. of Svs. for Children Youth & Their Families,1000022,st_leaid,97,Dept. of Svs. for Children Youth & Their Families,2024,
GA,601,Appling County,1300060,st_leaid,601,Appling County,2024,
GA,602,Atkinson County,1300090,st_leaid,602,Atkinson County,2024,
GA,603,Bacon County,1300150,st_leaid,603,Bacon County,2024,
GA,604,Baker County,1300180,st_leaid,604,Baker County,2024,
GA,605,Baldwin County,1300210,st_leaid,605,Baldwin County,2024,
GA,606,Banks County,1300240,st_leaid,606,Banks County,2024,
GA,607,Barrow County,1300290,st_leaid,607,Barrow County,2024,
GA,608,Bartow County,1300330,st_leaid,608,Bartow County,2024,
GA,609,Ben Hill County,1300360,st_leaid,609,Ben Hill County,2024,
GA,610,Berrien County,1300390,st_leaid,610,Berrien County,2024,
GA,611,Bibb County,1300420,st_leaid,611,Bibb County,2024,
GA,612,Bleckley County,1300440,st_leaid,612,Bleckley County,2024,
GA,613,Brantley County,1300480,st_leaid,613,Brantley County,2024,
GA,614,Brooks County,1300540,st_leaid,614,Brooks County,2024,
GA,615,Bryan County,1300570,st_leaid,615,Bryan County,2024,
GA,616,Bulloch County,1300630,st_leaid,616,Bulloch County,2024,
GA,617,Burke County,1300660,st_leaid,617,Burke County,2024,
GA,618,Butts County,1300690,st_leaid,618,Butts County,2024,
GA,619,Calhoun County,1300750,st_leaid,619,Calhoun County,2024,
GA,620,Camden County,1300780,st_leaid,620,Camden County,2024,
GA,621,Candler County,1300810,st_leaid,621,Candler County,2024,
GA,622,Carroll County,1300840,st_leaid,622,Carroll County,2024,
GA,623,Catoosa County,1300930,st_leaid,623,Catoosa County,2024,
GA,624,Charlton County,1300990,st_leaid,624,Charlton County,2024,
GA,625,Savannah-Chatham County,1301020,st_leaid,625,Savannah-Chatham County,2024,
GA,626,Chattahoochee County,1301050,st_leaid,626,Chattahoochee County,2024,
GA,627,Chattooga County,1301080,st_leaid,627,Chattooga County,2024,
GA,628,Cherokee County,1301110,st_leaid,628,Cherokee County,2024,
GA,629,Clarke County,1301170,st_leaid,629,Clarke County,2024,
GA,631,Clayton County,1301230,st_leaid,631,Clayton County,2024,
GA,632,Clinch County,1301260,st_leaid,632,Clinch County,2024,
GA,633,Cobb County,1301290,st_leaid,633,Cobb County,2024,
GA,634,Coffee County,1301350,st_leaid,634,Coffee County,2024,
GA,635,Colquitt County,1301380,st_leaid,635,Colquitt County,2024,
GA,636,Columbia County,1301410,st_leaid,636,Columbia County,2024,
GA,637,Cook County,1301470,st_leaid,637,Cook County,2024,
GA,638,Coweta County,1301500,st_leaid,638,Coweta County,2024,
GA,639,Crawford County,1301530,st_leaid,639,Crawford County,2024,
GA,640,Crisp County,1301560,st_leaid,640,Crisp County,2024,
GA,641,Dade County,1301590,st_leaid,641,Dade County,2024,
GA,642,Dawson County,1301650,st_leaid,642,Dawson County,2024,
GA,643,Decatur County,1301710,st_leaid,643,Decatur County,2024,
GA,644,DeKalb County,1301740,st_leaid,644,DeKalb County,2024,
GA,645,Dodge County,1301770,st_leaid,645,Dodge County,2024,
GA,646,Dooly County,1301800,st_leaid,646,Dooly County,2024,
GA,647,Dougherty County,1301830,st_leaid,647,Dougherty County,2024,
GA,648,Douglas County,1301860,st_leaid,648,Douglas County,2024,
GA,649,Early County,1301920,st_leaid,649,Early County,2024,
GA,650,Echols County,1301950,st_leaid,650,Echols County,2024,
GA,651,Effingham County,1301980,st_leaid,651,Effingham County,2024,
GA,652,Elbert County,1302010,st_leaid,652,Elbert County,2024,
GA,653,Emanuel County,1302040,st_leaid,653,Emanuel County,2024,
GA,654,Evans County,1302070,st_leaid,654,Evans County,2024,
GA,655,Fannin County,1302100,st_leaid,655,Fannin County,2024,
GA,656,Fayette County,1302130,st_leaid,656,Fayette County,2024,
GA,657,Floyd County,1302190,st_leaid,657,Floyd County,2024,
GA,658,Forsyth County,1302220,st_leaid,658,Forsyth County,2024,
GA,659,Franklin County,1302250,st_leaid,659,Franklin County,2024,
GA,660,Fulton County,1302280,st_leaid,660,Fulton County,2024,
GA,661,Gilmer County,1302340,st_leaid,661,Gilmer County,2024,
GA,662,Glascock County,1302370,st_leaid,662,Glascock County,2024,
GA,663,Glynn County,1302400,st_leaid,663,Glynn County,2024,
GA,664,Gordon County,1302430,st_leaid,664,Gordon County,2024,
GA,665,Grady County,1302460,st_leaid,665,Grady County,2024,
GA,666,Greene County,1302490,st_leaid,666,Greene County,2024,
GA,667,Gwinnett County,1302550,st_leaid,667,Gwinnett County,2024,
GA,668,Habersham County,1302580,st_leaid,668,Habersham County,2024,
GA,669,Hall County,1302610,st_leaid,669,Hall County,2024,
GA,670,Hancock County,1302640,st_leaid,670,Hancock County,2024,
GA,671,Haralson County,1302670,st_leaid,671,Haralson County,2024,
GA,672,Harris County,1302700,st_leaid,672,Harris County,2024,
GA,673,Hart County,1302730,st_leaid,673,Hart County,2024,
GA,674,Heard County,1302790,st_leaid,674,Heard County,2024,
GA,675,Henry County,1302820,st_leaid,675,Henry County,2024,
GA,676,Houston County,1302880,st_leaid,676,Houston County,2024,
GA,677,Irwin County,1302910,st_leaid,677,Irwin County,2024,
GA,678,Jackson County,1302940,st_leaid,678,Jackson County,2024,
GA,679,Jasper County,1302970,st_leaid,679,Jasper County,2024,
GA,680,Jeff Davis County,1303000,st_leaid,680,Jeff Davis County,2024,
GA,681,Jefferson County,1303060,st_leaid,681,Jefferson County,2024,
GA,682,Jenkins County,1303090,st_leaid,682,Jenkins County,2024,
GA,683,Johnson County,1303120,st_leaid,683,Johnson County,2024,
GA,684,Jones County,1303150,st_leaid,684,Jones County,2024,
GA,685,Lamar County,1303210,st_leaid,685,Lamar County,2024,
GA,686,Lanier County,1303240,st_leaid,686,Lanier County,2024,
GA,687,Laurens County,1301890,st_leaid,687,Laurens County,2024,
GA,688,Lee County,1303270,st_leaid,688,Lee County,2024,
GA,689,Liberty County,1303300,st_leaid,689,Liberty County,2024,
GA,690,Lincoln County,1303330,st_leaid,690,Lincoln County,2024,
GA,691,Long County,1303360,st_leaid,691,Long County,2024,
GA,692,Lowndes County,1303390,st_leaid,692,Lowndes County,2024,
GA,693,Lumpkin County,1303420,st_leaid,693,Lumpkin County,2024,
GA,694,Macon County,1303450,st_leaid,694,Macon County,2024,
GA,695,Madison County,1303480,st_leaid,695,Madison County,2024,
GA,696,Marion County,1303540,st_leaid,696,Marion County,2024,
GA,697,McDuffie County,1303570,st_leaid,697,McDuffie County,2024,
GA,698,McIntosh County,1303600,st_leaid,698,McIntosh County,2024,
GA,699,Meriwether County,1303630,st_leaid,699,Meriwether County,2024,
GA,700,Miller County,1303660,st_leaid,700,Miller County,2024,
GA,701,Mitchell County,1303690,st_leaid,701,Mitchell County,2024,
GA,702,Monroe County,1303720,st_leaid,702,Monroe County,2024,
GA,703,Montgomery County,1303750,st_leaid,703,Montgomery County,2024,
GA,704,Morgan County,1303780,st_leaid,704,Morgan County,2024,
GA,705,Murray County,1303840,st_leaid,705,Murray County,2024,
GA,706,Muscogee County,1303870,st_leaid,706,Muscogee County,2024,
GA,707,Newton County,1303930,st_leaid,707,Newton County,2024,
GA,708,Oconee County,1303960,st_leaid,708,Oconee County,2024,
GA,709,Oglethorpe County,1303990,st_leaid,709,Oglethorpe County,2024,
GA,710,Paulding County,1304020,st_leaid,710,Paulding County,2024,
GA,711,Peach County,1304050,st_leaid,711,Peach County,2024,
GA,712,Pickens County,1304110,st_leaid,712,Pickens County,2024,
GA,713,Pierce County,1304140,st_leaid,713,Pierce County,2024,
GA,714,Pike County,1304170,st_leaid,714,Pike County,2024,
GA,715,Polk County,1304200,st_leaid,715,Polk County,2024,
GA,716,Pulaski County,1304220,st_leaid,716,Pulaski County,2024,
GA,717,Putnam County,1304260,st_leaid,717,Putnam County,2024,
GA,718,Quitman County,1304290,st_leaid,718,Quitman County,2024,
GA,719,Rabun County,1304320,st_leaid,719,Rabun County,2024,
GA,720,Randolph County,1304350,st_leaid,720,Randolph County,2024,
GA,721,Richmond County,1304380,st_leaid,721,Richmond County,2024,
GA,722,Rockdale County,1304410,st_leaid,722,Rockdale County,2024,
GA,723,Schley County,1304470,st_leaid,723,Schley County,2024,
GA,724,Screven County,1304500,st_leaid,724,Screven County,2024,
GA,725,Seminole County,1304530,st_leaid,725,Seminole County,2024,
GA,726,Griffin-Spalding County,1302520,st_leaid,726,Griffin-Spalding County,2024,
GA,727,Stephens County,1304560,st_leaid,727,Stephens County,2024,
GA,728,Stewart County,1304590,st_leaid,728,Stewart County,2024,
GA,729,Sumter County,1304620,st_leaid,729,Sumter County,2024,
GA,730,Talbot County,1304650,st_leaid,730,Talbot County,2024,
GA,731,Taliaferro County,1304680,st_leaid,731,Taliaferro County,2024,
GA,732,Tattnall County,1304770,st_leaid,732,Tattnall County,2024,
GA,733,Taylor County,1304800,st_leaid,733,Taylor County,2024,
GA,734,Telfair County,1304830,st_leaid,734,Telfair County,2024,
GA,735,Terrell County,1304860,st_leaid,735,Terrell County,2024,
GA,736,Thomas County,1304890,st_leaid,736,Thomas County,2024,
GA,737,Tift County,1304980,st_leaid,737,Tift County,2024,
GA,738,Toombs County,1305040,st_leaid,738,Toombs County,2024,
GA,739,Towns County,1305070,st_leaid,739,Towns County,2024,
GA,740,Treutlen County,1305100,st_leaid,740,Treutlen County,2024,
GA,741,Troup County,1300001,st_leaid,741,Troup County,2024,
GA,742,Turner County,1305190,st_leaid,742,Turner County,2024,
GA,743,Twiggs County,1305220,st_leaid,743,Twiggs County,2024,
GA,744,Union County,1305250,st_leaid,744,Union County,2024,
GA,745,Thomaston-Upson County,1305280,st_leaid,745,Thomaston-Upson County,2024,
GA,746,Walker County,1305370,st_leaid,746,Walker County,2024,
GA,747,Walton County,1305390,st_leaid,747,Walton County,2024,
GA,748,Ware County,1305430,st_leaid,748,Ware County,2024,
GA,749,Warren County,1305460,st_leaid,749,Warren County,2024,
GA,750,Washington County,1305490,st_leaid,750,Washington County,2024,
GA,751,Wayne County,1305550,st_leaid,751,Wayne County,2024,
GA,752,Webster County,1305580,st_leaid,752,Webster County,2024,
GA,753,Wheeler County,1305640,st_leaid,753,Wheeler County,2024,
GA,754,White County,1305670,st_leaid,754,White County,2024,
GA,755,Whitfield County,1305700,st_leaid,755,Whitfield County,2024,
GA,756,Wilcox County,1305730,st_leaid,756,Wilcox County,2024,
GA,757,Wilkes County,1305760,st_leaid,757,Wilkes County,2024,
GA,758,Wilkinson County,1305790,st_leaid,758,Wilkinson County,2024,
GA,759,Worth County,1305850,st_leaid,759,Worth County,2024,
GA,761,Atlanta Public Schools,1300120,st_leaid,761,Atlanta Public Schools,2024,
GA,763,Bremen City,1300510,st_leaid,763,Bremen City,2024,
GA,764,Buford City,1300600,st_leaid,764,Buford City,2024,
GA,765,Calhoun City,1300720,st_leaid,765,Calhoun City,2024,
GA,766,Carrollton City,1300870,st_leaid,766,Carrollton City,2024,
GA,767,Cartersville City,1300900,st_leaid,767,Cartersville City,2024,
GA,769,Chickamauga City,1301140,st_leaid,769,Chickamauga City,2024,
GA,771,Commerce City,1301440,st_leaid,771,Commerce City,2024,
GA,772,Dalton Public Schools,1301620,st_leaid,772,Dalton Public Schools,2024,
GA,773,City Schools of Decatur,1301680,st_leaid,773,City Schools of Decatur,2024,
GA,774,Dublin City,1301870,st_leaid,774,Dublin City,2024,
GA,776,Gainesville City,1302310,st_leaid,776,Gainesville City,2024,
GA,779,Jefferson City,1303030,st_leaid,779,Jefferson City,2024,
GA,781,Marietta City,1303510,st_leaid,781,Marietta City,2024,
GA,7820108,State Charter Schools- Mountain Education Center School,1300214,st_leaid,7820108,State Specialty Schools I- Mountain Education High School,2024,
GA,7820120,State Charter Schools- Georgia Cyber Academy,1300232,st_leaid,7820120,State Specialty Schools I- Georgia Cyber Academy,2024,
GA,7820121,State Charter Schools- Utopian Academy for the Arts Charter School,1300233,st_leaid,7820121,State Specialty Schools I- Utopian Academy for the Arts Char,2024,
GA,7820212,State Charter Schools- Cherokee Charter Academy,1300230,st_leaid,7820212,State Specialty Schools I- Cherokee Charter Academy,2024,
GA,7820412,State Charter Schools- Georgia Connections Academy,1300227,st_leaid,7820412,State Specialty Schools I- Georgia Connections Academy,2024,
GA,7820613,State Charter Schools- Foothills Charter High School (Madison Campus),1300235,st_leaid,7820613,State Specialty Schools I- Foothills Regional High School,2024,
GA,7820614,State Charter Schools- International Charter School of Atlanta,1300234,st_leaid,7820614,State Specialty Schools I- International Charter Sch of Atl,2024,
GA,7820615,State Charter Schools- Scintilla Charter Academy,1300236,st_leaid,7820615,State Specialty Schools I- Scintilla Charter Academy,2024,
GA,7820616,State Charter Schools- Georgia School for Innovation and the Classics,1300238,st_leaid,7820616,State Specialty Schools I- Georgia School for Innovation and,2024,
GA,7820617,State Charter Schools- Dubois Integrity Academy,1300237,st_leaid,7820617,State Specialty Schools I- Dubois Integrity Academy,2024,
GA,7820618,State Charter Schools- Coastal Plains Charter High School - Candler Campus,1300246,st_leaid,7820618,State Specialty Schools I- Coastal Plains High School,2024,
GA,7820620,State Specialty Schools I- Discovery Regional High School,,unmatched,,,,
GA,7830103,State Charter Schools II- Statesboro STEAM Academy,1300005,st_leaid,7830103,State Specialty Schools II- Statesboro STEAM Academy,2024,
GA,7830210,State Charter Schools II- Pataula Charter Academy,1300218,st_leaid,7830210,State Specialty Schools II- Pataula Charter Academy,2024,
GA,7830310,State Charter Schools II- Fulton Leadership Academy,1300217,st_leaid,7830310,State Specialty Schools II- Fulton Leadership Academy,2024,
GA,7830610,State Charter Schools II- Coweta Charter Academy,1300222,st_leaid,7830610,State Specialty Schools II- Coweta Charter Academy,2024,
GA,7830612,State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy,1300243,st_leaid,7830612,State Specialty Schools II- Southwest Georgia S.T.E.M. Char,2024,
GA,7830613,State Charter Schools II- Brookhaven Innovation Academy,1300242,st_leaid,7830613,State Specialty Schools II- Brookhaven Innovation Academy,2024,
GA,7830614,State Charter Schools II- Liberty Tech Charter Academy,1300241,st_leaid,7830614,State Specialty Schools II- Liberty Tech Charter Academy,2024,
GA,7830615,State Charter Schools II- Genesis Innovation Academy for Boys,1300248,st_leaid,7830615,State Specialty Schools II- Genesis Innovation Academy-Boy,2024,
GA,7830616,State Charter Schools II- Genesis Innovation Academy for Girls,1300244,st_leaid,7830616,State Specialty Schools II- Genesis Innovation Academy-Girl,2024,
GA,7830618,State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning,1300245,st_leaid,7830618,State Specialty Schools II- SAIL Charter Academy - School fo,2024,
GA,7830623,State Charter Schools II- Academy For Classical Education,1300252,st_leaid,7830623,State Specialty Schools II- Academy For Classical Education,2024,
GA,7830624,State Charter Schools II- Spring Creek Charter Academy,1300253,st_leaid,7830624,State Specialty Schools II- Spring Creek Charter Academy,2024,
GA,7830626,State Charter Schools II- Furlow Charter School,1300258,st_leaid,7830626,State Specialty Schools II- Furlow Charter School,2024,
GA,7830627,State Charter Schools II- Atlanta SMART Academy,1300259,st_leaid,7830627,State Specialty Schools II- Atlanta SMART Academy,2024,
GA,7830630,State Charter Schools II- Baconton Community Charter School,1300256,st_leaid,7830630,State Specialty Schools II- Baconton Community Charter Sch,2024,
GA,7830634,State Charter Schools II- Georgia Fugees Academy Charter School,1300263,st_leaid,7830634,State Specialty Schools II- Georgia Fugees Academy Charter,2024,
GA,7830636,State Charter Schools II- Northwest Classical Academy,1300264,st_leaid,7830636,State Specialty Schools II- Northwest Classical Academy,2024,
GA,7830642,State Charter Schools II- Destinations Career Academy of Georgia (Virtual),1305853,st_leaid,7830642,State Specialty Schools II- Destination Career Academy of GA,2024,
GA,7830647,State Charter Schools II- RISE Preparatory Charter School,1305861,st_leaid,7830647,State Specialty Schools II- RISE Preparatory Charter School,2024,
GA,784,Pelham City,1304080,st_leaid,784,Pelham City,2024,
GA,785,Rome City,1304440,st_leaid,785,Rome City,2024,
GA,786,Social Circle City,1304540,st_leaid,786,Social Circle City,2024,
GA,789,Thomasville City,1304950,st_leaid,789,Thomasville City,2024,
GA,791,Trion City,1305130,st_leaid,791,Trion City,2024,
GA,792,Valdosta City,1305310,st_leaid,792,Valdosta City,2024,
GA,793,Vidalia City,1305340,st_leaid,793,Vidalia City,2024,
GA,799,State Schools,1300254,st_leaid,799,State Schools,2024,
GA,891,Department of Juvenile Justice,1300026,st_leaid,891,Department of Juvenile Justice,2024,
ID,001,BOISE INDEPENDENT DISTRICT,1600360,st_leaid,001,BOISE INDEPENDENT DISTRICT,2024,
ID,002,JOINT SCHOOL DISTRICT NO. 2,1602100,st_leaid,002,JOINT SCHOOL DISTRICT NO. 2,2024,
ID,003,KUNA JOINT DISTRICT,1601770,st_leaid,003,KUNA JOINT DISTRICT,2024,
ID,011,MEADOWS VALLEY DISTRICT,1602060,st_leaid,011,MEADOWS VALLEY DISTRICT,2024,
ID,013,COUNCIL DISTRICT,1600840,st_leaid,013,COUNCIL DISTRICT,2024,
ID,021,MARSH VALLEY JOINT DISTRICT,1601950,st_leaid,021,MARSH VALLEY JOINT DISTRICT,2024,
ID,025,POCATELLO DISTRICT,1602640,st_leaid,025,POCATELLO DISTRICT,2024,
ID,033,BEAR LAKE COUNTY DISTRICT,1600240,st_leaid,033,BEAR LAKE COUNTY DISTRICT,2024,
ID,041,ST MARIES JOINT DISTRICT,1603060,st_leaid,041,ST MARIES JOINT DISTRICT,2024,
ID,044,PLUMMER-WORLEY JOINT DISTRICT,1600815,st_leaid,044,PLUMMER-WORLEY JOINT DISTRICT,2024,
ID,052,SNAKE RIVER DISTRICT,1602970,st_leaid,052,SNAKE RIVER DISTRICT,2024,
ID,055,BLACKFOOT DISTRICT,1600270,st_leaid,055,BLACKFOOT DISTRICT,2024,
ID,058,ABERDEEN DISTRICT,1600030,st_leaid,058,ABERDEEN DISTRICT,2024,
ID,059,FIRTH DISTRICT,1601080,st_leaid,059,FIRTH DISTRICT,2024,
ID,060,SHELLEY JOINT DISTRICT,1602910,st_leaid,060,SHELLEY JOINT DISTRICT,2024,
ID,061,BLAINE COUNTY DISTRICT,1600300,st_leaid,061,BLAINE COUNTY DISTRICT,2024,
ID,071,GARDEN VALLEY DISTRICT,1601170,st_leaid,071,GARDEN VALLEY DISTRICT,2024,
ID,072,BASIN SCHOOL DISTRICT,1600180,st_leaid,072,BASIN SCHOOL DISTRICT,2024,
ID,073,HORSESHOE BEND SCHOOL DISTRICT,1601500,st_leaid,073,HORSESHOE BEND SCHOOL DISTRICT,2024,
ID,083,WEST BONNER COUNTY DISTRICT,1600001,st_leaid,083,WEST BONNER COUNTY DISTRICT,2024,
ID,084,LAKE PEND OREILLE SCHOOL DISTRICT,1600002,st_leaid,084,LAKE PEND OREILLE SCHOOL DISTRICT,2024,
ID,091,IDAHO FALLS DISTRICT,1601530,st_leaid,091,IDAHO FALLS DISTRICT,2024,
ID,093,BONNEVILLE JOINT DISTRICT,1600930,st_leaid,093,BONNEVILLE JOINT DISTRICT,2024,
ID,101,BOUNDARY COUNTY DISTRICT,1600420,st_leaid,101,BOUNDARY COUNTY DISTRICT,2024,
ID,111,BUTTE COUNTY JOINT DISTRICT,1600490,st_leaid,111,BUTTE COUNTY JOINT DISTRICT,2024,
ID,121,CAMAS COUNTY DISTRICT,1600540,st_leaid,121,CAMAS COUNTY DISTRICT,2024,
ID,131,NAMPA SCHOOL DISTRICT,1602340,st_leaid,131,NAMPA SCHOOL DISTRICT,2024,
ID,132,CALDWELL DISTRICT,1600510,st_leaid,132,CALDWELL DISTRICT,2024,
ID,133,WILDER DISTRICT,1603480,st_leaid,133,WILDER DISTRICT,2024,
ID,134,MIDDLETON DISTRICT,1602130,st_leaid,134,MIDDLETON DISTRICT,2024,
ID,135,NOTUS DISTRICT,1602460,st_leaid,135,NOTUS DISTRICT,2024,
ID,136,MELBA JOINT DISTRICT,1602070,st_leaid,136,MELBA JOINT DISTRICT,2024,
ID,137,PARMA DISTRICT,1602550,st_leaid,137,PARMA DISTRICT,2024,
ID,139,VALLIVUE SCHOOL DISTRICT,1600600,st_leaid,139,VALLIVUE SCHOOL DISTRICT,2024,
ID,148,GRACE JOINT DISTRICT,1601290,st_leaid,148,GRACE JOINT DISTRICT,2024,
ID,149,NORTH GEM DISTRICT,1602430,st_leaid,149,NORTH GEM DISTRICT,2024,
ID,150,SODA SPRINGS JOINT DISTRICT,1603000,st_leaid,150,SODA SPRINGS JOINT DISTRICT,2024,
ID,151,CASSIA COUNTY JOINT DISTRICT,1600660,st_leaid,151,CASSIA COUNTY JOINT DISTRICT,2024,
ID,161,CLARK COUNTY DISTRICT,1600750,st_leaid,161,CLARK COUNTY DISTRICT,2024,
ID,171,OROFINO JOINT DISTRICT,1602520,st_leaid,171,OROFINO JOINT DISTRICT,2024,
ID,181,CHALLIS JOINT DISTRICT,1600720,st_leaid,181,CHALLIS JOINT DISTRICT,2024,
ID,182,MACKAY JOINT DISTRICT,1601900,st_leaid,182,MACKAY JOINT DISTRICT,2024,
ID,192,GLENNS FERRY JOINT DISTRICT,1601230,st_leaid,192,GLENNS FERRY JOINT DISTRICT,2024,
ID,193,MOUNTAIN HOME DISTRICT,1602250,st_leaid,193,MOUNTAIN HOME DISTRICT,2024,
ID,201,PRESTON JOINT DISTRICT,1600960,st_leaid,201,PRESTON JOINT DISTRICT,2024,
ID,202,WEST SIDE JOINT DISTRICT,1603420,st_leaid,202,WEST SIDE JOINT DISTRICT,2024,
ID,215,FREMONT COUNTY JOINT DISTRICT,1601110,st_leaid,215,FREMONT COUNTY JOINT DISTRICT,2024,
ID,221,EMMETT INDEPENDENT DISTRICT,1601020,st_leaid,221,EMMETT INDEPENDENT DISTRICT,2024,
ID,231,GOODING JOINT DISTRICT,1601260,st_leaid,231,GOODING JOINT DISTRICT,2024,
ID,232,WENDELL DISTRICT,1603360,st_leaid,232,WENDELL DISTRICT,2024,
ID,233,HAGERMAN JOINT DISTRICT,1601380,st_leaid,233,HAGERMAN JOINT DISTRICT,2024,
ID,234,BLISS JOINT DISTRICT,1600330,st_leaid,234,BLISS JOINT DISTRICT,2024,
ID,242,COTTONWOOD JOINT DISTRICT,1600810,st_leaid,242,COTTONWOOD JOINT DISTRICT,2024,
ID,243,SALMON RIVER JOINT SCHOOL DISTRICT,1600138,st_leaid,243,SALMON RIVER JOINT SCHOOL DISTRICT,2024,
ID,244,MOUNTAIN VIEW SCHOOL DISTRICT,1600139,st_leaid,244,MOUNTAIN VIEW SCHOOL DISTRICT,2024,
ID,251,JEFFERSON COUNTY JOINT DISTRICT,1601570,st_leaid,251,JEFFERSON COUNTY JOINT DISTRICT,2024,
ID,252,RIRIE JOINT DISTRICT,1602790,st_leaid,252,RIRIE JOINT DISTRICT,2024,
ID,253,WEST JEFFERSON DISTRICT,1603400,st_leaid,253,WEST JEFFERSON DISTRICT,2024,
ID,261,JEROME JOINT DISTRICT,1601590,st_leaid,261,JEROME JOINT DISTRICT,2024,
ID,262,VALLEY DISTRICT,1603270,st_leaid,262,VALLEY DISTRICT,2024,
ID,271,COEUR D'ALENE DISTRICT,1600780,st_leaid,271,COEUR D'ALENE DISTRICT,2024,
ID,272,LAKELAND DISTRICT,1601800,st_leaid,272,LAKELAND DISTRICT,2024,
ID,273,POST FALLS DISTRICT,1602670,st_leaid,273,POST FALLS DISTRICT,2024,
ID,274,KOOTENAI DISTRICT,1601740,st_leaid,274,KOOTENAI DISTRICT,2024,
ID,281,MOSCOW DISTRICT,1602220,st_leaid,281,MOSCOW DISTRICT,2024,
ID,282,GENESEE JOINT DISTRICT,1601200,st_leaid,282,GENESEE JOINT DISTRICT,2024,
ID,283,KENDRICK JOINT DISTRICT,1601680,st_leaid,283,KENDRICK JOINT DISTRICT,2024,
ID,285,POTLATCH DISTRICT,1602700,st_leaid,285,POTLATCH DISTRICT,2024,
ID,287,TROY SCHOOL DISTRICT,1600009,st_leaid,287,TROY SCHOOL DISTRICT,2024,
ID,288,WHITEPINE JOINT SCHOOL DISTRICT,1600010,st_leaid,288,WHITEPINE JOINT SCHOOL DISTRICT,2024,
ID,291,SALMON DISTRICT,1602850,st_leaid,291,SALMON DISTRICT,2024,
ID,292,SOUTH LEMHI DISTRICT,1603030,st_leaid,292,SOUTH LEMHI DISTRICT,2024,
ID,302,NEZPERCE JOINT DISTRICT,1602400,st_leaid,302,NEZPERCE JOINT DISTRICT,2024,
ID,304,KAMIAH JOINT DISTRICT,1601620,st_leaid,304,KAMIAH JOINT DISTRICT,2024,
